date,id,idTraining,title,arrows
2026-02-08,QCRQnOlf0x4BgFhd1XER,iElV5HPcFxvQPuwcgM4K,,"9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0"
2026-02-05,w8SDrjnTIAxWLoSNYr4a,pQw5NHcYKZ4httMKt2IV,,"10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0"
2026-01-29,0P3duUXatYBBKJ0nigmB,zcxWKaj5glODAfWgJsl8,,"10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,7:0:0,9:0:0,9:0:0,8:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,8:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0"
2026-01-16,OtGldZtX57pel5dOpHHS,sBkRZPmg4mpkOlCP4Wry,,"10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,8:0:0,10:0:0,9:0:0,9:0:0,9:0:0,10:0:0,9:0:0,8:0:0,9:0:0,10:0:0,8:0:0,10:0:0,10:0:0,10:0:0,8:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,8:0:0,10:0:0,10:0:0,10:0:0,9:0:0,8:0:0,10:0:0,8:0:0,8:0:0,10:0:0"
2026-01-14,aFrOuaTB8pnaHHdEZhUF,qZwDk9Kq08An1WGkCvlN,,"10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,8:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,8:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,8:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,8:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0"
2025-12-19,eEQsHOPTlsMORNypU1GR,XRCkN30TKRBBmKS5DOzo,,"10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,8:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0"
2025-12-18,r3Pmxhk2oEwYl5TojaB9,od2tLzGlKUFUnICR6vuO,,"10:0:0,9:0:0,9:0:0,10:0:0,8:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,8:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,8:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0"
2025-12-16,RwuIXQSqsCdQavF3jGkP,eT1Fb7CqASBUhZAk3yzV,,"9:0:0,10:0:0,9:0:0,9:0:0,9:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,8:0:0,9:0:0,9:0:0,9:0:0,9:0:0"
2025-12-15,xrhBdXOcDhQsjiEcY1WG,xs5V5B3TNK5tv5e9iSJB,,"10:0:0,9:0:0,10:0:0,10:0:0,8:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,9:0:0,7:0:0,10:0:0,9:0:0,9:0:0,9:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,8:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0"
2025-12-10,rf4lNWsqys6JchXg2NQn,wQZv4sxf5E3cUfBV9L30,,"10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,8:0:0"
2025-12-07,wo6ARbRMnXZwRIUVuwDE,ClixhAmxHMoDrG4S1zxQ,,"9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,8:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,10:0:0,8:0:0,9:0:0,9:0:0,9:0:0"
2025-12-04,ElqZz2Sqr2SYmINxJqEg,V9EduPOucf4nBqvaItWs,,"9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0"
2025-11-19,pNnQjuD7Wr0OaA6w4syA,pRSDkbZyr4igWS9apEIC,,"10:0:0,8:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,8:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0"
2025-11-17,aoGT5SCW45OLqd75ATtX,4drRBd0YGOHrYFVrTUaJ,,"10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,8:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,8:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,9:0:0,8:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0"
2025-11-16,fbJilTG9EpbyrsPCB2TK,NoEo8G8E4IHEO5Y2Ro4g,,"10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,8:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,8:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,8:0:0,10:0:0,10:0:0,8:0:0,9:0:0,9:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,10:0:0,9:0:0,10:0:0,9:0:0,9:0:0,10:0:0,10:0:0,10:0:0"
2025-10-02,tnN8is8H5AIGTNKEuxjv,1aLiW3pMRAnKbwTa0WyD,,"10:-3.823:-2.898,10:4.959:-3.052,10:4.959:4.651,10:-0.279:7.424,9:-0.896:14.819,9:6.808:16.976,9:8.965:19.441,8:11.738:24.063,7:3.11:38.854,10:-0.896:12.354,10:-4.593:11.43,9:11.43:21.29,9:23.139:-8.291,9:-3.977:-22.465,8:-0.587:29.302,8:-13.837:23.447,8:26.22:-6.442,8:-0.896:-31.709,10:-7.983:-0.896,10:9.273:-1.204,10:9.581:-7.983,9:-12.605:12.662,9:-18.151:14.819,9:-1.204:-19.692,9:-3.361:-19.692,8:5.883:33.308,7:-38.488:1.878,10:2.648:-0.433,10:-2.128:1.261,10:-6.75:-0.587,10:-8.599:-0.587,10:-9.215:7.732,9:-0.587:-19.384,9:-12.297:19.133,9:19.441:13.895,8:-3.977:-32.942,10:2.494:-7.983,10:8.965:-2.128,10:5.575:8.965,10:-7.674:5.883,9:1.57:-15.07,9:-13.221:11.738,9:-24.93:-1.204,8:-27.703:13.279,8:16.36:26.529,10:2.494:-1.512,10:4.959:-3.361,10:1.261:8.04,10:-7.983:8.965,9:-6.134:15.128,9:-1.512:20.982,9:-16.61:-9.215,9:-22.773:-10.756,7:-40.337:-16.61,10:-3.052:4.651,10:9.581:-1.82,10:-4.285:11.43,9:1.57:13.587,9:0.029:16.976,9:-2.436:24.063,8:-28.936:-7.983,8:26.22:7.116,8:-3.977:34.848,10:0.029:5.267,10:-6.134:-8.599,9:-14.762:2.186,9:-16.919:9.581,9:-20.616:9.273,9:18.209:-13.529,8:-27.087:4.035,8:12.662:25.296,8:-3.361:-32.017,10:-2.59:0.491,10:0.029:7.424,9:-0.279:13.895,9:-1.82:14.203,9:-11.988:8.349,9:-19.075:-4.593,9:-14.145:-15.07,9:23.447:4.959,7:-23.389:30.534,10:-2.436:8.04,10:-1.82:8.965,10:-10.14:-0.279,9:7.732:-16.302,9:-19.075:-12.913,9:-20.308:-0.896,9:1.878:18.825,9:11.122:13.279,8:13.587:22.523,10:-5.518:0.337,10:0.953:4.343,10:0.645:8.965,9:0.029:13.895,9:-7.983:16.36,9:-14.453:-16.302,9:-16.919:-7.366,9:-20:-6.75,9:-23.389:0.337,10:4.035:-3.669,10:6.5:2.494,10:6.192:-8.907,10:8.657:4.035,9:12.971:-3.669,9:16.36:-3.977,9:-7.983:12.354,9:-4.593:21.29,8:-18.767:21.29,10:-1.358:-3.515,10:5.267:4.651,10:9.889:-2.128,10:9.889:5.883,9:7.116:14.819,9:8.965:-13.529,9:-5.518:-22.773,7:-38.488:16.668,7:-29.86:26.22,10:-0.896:-0.896,10:-10.14:-1.204,10:-8.291:8.349,10:4.035:11.738,9:-7.674:11.738,9:-1.82:13.895,9:5.575:17.593,9:3.727:-18.151,9:7.732:-18.459,10:-7.674:0.645,10:-8.599:3.418,9:7.424:12.662,9:11.738:10.197,9:-18.767:12.971,9:-18.151:-12.297,8:9.581:-25.546,8:-15.378:-23.389,8:-35.407:2.802,10:-3.207:-0.741,10:4.651:11.122,9:11.122:14.203,9:-1.82:17.901,9:-7.366:13.279,9:-12.297:18.209,9:-14.762:-10.14,8:1.57:-35.099,8:12.046:30.534"
2025-09-25,HYOPzaVdmjPj05jB3Fk2,5zRCSMlVJvhlQcpCCTYP,,"10:3.264:2.032,10:7.424:-1.512,9:-0.587:13.587,9:-1.204:-15.378,9:4.651:-14.762,9:20.982:1.261,9:15.128:13.587,9:9.581:19.133,9:2.802:22.523,10:-4.285:-2.436,10:0.337:3.11,10:-0.279:7.732,10:3.727:-8.907,10:8.965:5.883,10:11.122:-3.361,9:13.279:-3.052,9:-0.896:17.284,8:-9.215:-25.546,10:-0.896:-2.744,10:-12.605:0.337,9:-7.983:11.122,9:-6.442:14.819,9:8.965:11.43,9:15.128:-0.279,9:5.267:-17.227,9:0.029:-21.541,8:16.668:29.302,10:-0.896:0.337,10:-8.291:0.645,10:-10.448:3.727,9:-0.587:16.976,9:-18.767:10.197,8:-16.61:-21.849,8:10.814:-25.546,8:31.151:1.878,8:-1.512:28.994,10:-1.05:-8.753,10:-11.372:0.337,10:-0.279:10.505,10:6.5:6.5,9:4.651:23.139,9:8.349:20.674,9:-0.587:-18.459,9:-8.907:-15.686,8:-29.244:-4.593,10:-0.279:-0.587,10:6.5:-7.366,10:10.197:-1.204,10:8.965:4.959,9:11.122:14.511,9:16.668:6.192,9:17.593:-4.901,9:-8.907:-18.459,9:-13.529:-12.605,10:1.57:-1.82,10:3.727:-2.128,10:-5.518:2.186,10:8.04:7.116,10:-7.058:-11.372,9:-8.599:14.511,9:20.674:0.953,9:-11.988:-20.616,7:-40.645:5.883,10:-8.291:-2.436,10:-0.587:12.046,9:-13.221:19.75,9:-15.07:16.052,9:-12.913:-13.837,9:-11.064:-21.541,8:9.581:33.616,8:-31.709:-18.767,7:32.383:20.058,10:-4.747:5.421,10:4.651:5.267,9:15.436:4.959,9:16.668:1.57,9:18.209:3.727,9:0.029:-16.919,9:6.192:-15.994,9:13.279:-15.994,9:-14.145:19.441,10:-3.669:-1.204,10:-6.75:9.889,10:-0.587:-11.372,9:-13.529:3.727,9:-1.82:13.279,9:12.046:-7.058,9:13.279:10.197,9:6.808:21.598,8:3.727:-26.163,10:3.727:-1.204,10:-3.052:-1.82,10:-4.593:7.116,10:-7.983:0.953,9:12.046:10.505,9:10.814:17.593,9:4.651:-16.302,9:-21.849:7.732,8:25.912:14.511,10:1.878:-4.901,10:8.965:-1.204,9:13.587:-2.128,9:7.116:-22.773,9:-10.14:17.593,8:6.192:26.22,8:-2.128:27.761,8:-11.064:30.226,7:36.697:-10.756"
2025-09-24,2O6lx4v2tn7xMIqepYPf,G4OdH18AQYtpm30BIlME,,"10:-2.282:1.724,10:-3.669:5.883,10:11.122:-4.901,10:10.814:-7.058,9:-11.68:14.203,9:2.494:20.366,8:-20:16.976,7:15.744:39.162,7:37.93:0.337,10:-4.593:-3.669,9:2.802:-13.837,9:5.883:-15.686,9:-6.75:13.587,9:-2.744:-20,9:19.133:-7.366,9:13.895:16.976,9:-18.767:14.819,9:-19.692:11.738,10:-0.279:2.186,10:2.802:-1.204,10:4.651:5.883,9:-13.529:-13.529,9:-19.075:11.122,9:-1.82:16.976,9:21.906:1.57,8:-0.279:29.61,7:-32.942:-25.238,10:5.883:5.883,10:-1.204:-9.523,10:-9.215:-6.442,10:-11.68:0.953,10:-10.14:8.349,9:-5.826:16.36,9:17.901:-4.593,7:-17.227:-41.261,7:-23.081:33.308,10:-0.587:-2.744,10:0.029:1.57,10:8.657:6.192,10:-11.68:0.337,9:3.11:18.825,9:-3.361:18.825,9:14.819:-15.378,9:-22.773:8.657,8:-4.901:24.988,9:5.883:12.046,9:-2.128:13.587,9:-14.453:14.511,9:18.517:6.808,9:11.43:-12.297,9:9.273:-21.541,9:2.802:-24.314,9:-4.285:-24.622,8:-28.936:-11.988,10:-2.128:-0.587,10:-3.052:-7.058,10:-7.674:-5.826,10:-8.291:-1.512,9:-11.064:8.657,9:13.895:1.261,9:2.802:-21.849,8:1.57:-31.709,7:-36.947:15.436,10:-9.831:4.343,9:-8.599:10.814,9:9.889:10.197,9:14.203:3.418,9:-0.587:-16.61,9:-2.744:-18.459,8:30.534:6.5,8:-25.238:-18.767,7:-32.325:-25.854"
2025-09-21,tQapcJbcs3Xwm4F5FnxP,MKmCjk62tueSWck4HqKm,,"9:15.282:1.724,9:13.895:-18.459,9:11.738:19.441,9:-9.831:22.523,9:-13.837:19.133,9:-24.314:-2.744,10:-10.448:5.575,9:-19.075:12.971,9:24.063:0.953,10:7.424:-4.285,9:14.511:7.116,9:9.889:16.668,10:2.802:2.186,10:-7.674:-4.285,10:-12.297:0.953,9:-16.302:-1.512,9:-17.535:6.5,8:3.418:30.226,10:-0.279:-0.896,10:-0.279:5.883,10:3.11:4.343,9:12.046:-12.605,9:12.354:10.197,8:13.587:24.063,8:23.447:28.377,8:-7.058:25.912,7:-38.796:20.674,10:0.645:-1.82,10:2.494:9.273,9:-5.518:-12.913,10:0.029:9.581,10:-6.134:6.808,9:-13.837:7.116,9:-6.75:23.139,8:18.825:22.831,8:-5.209:32.691,9:-14.762:1.261,9:-0.279:13.279,9:11.43:6.192,8:-26.163:-0.896,8:-31.709:-0.279,8:26.837:1.878,9:-11.988:-7.983,9:12.971:11.43,9:-18.459:-13.529,10:-10.448:7.424,9:-16.919:0.337,9:-16.61:1.261,10:-6.134:4.651,9:0.337:-14.145,9:12.662:-9.215,9:-15.07:19.133,7:-43.418:-0.587,5:-50.505:40.086,10:-2.744:11.122,10:-9.215:0.645,9:-11.68:-9.831,9:-19.075:1.878,9:-22.465:0.337,6:-13.529:49.639,10:7.116:-0.896,10:-7.674:2.494,9:-14.145:5.575,9:-16.61:-1.512,9:16.052:-4.593,9:1.261:15.436,9:9.889:-11.064,9:-9.831:-16.919,9:0.337:17.593,8:-21.849:-18.459,7:-28.628:34.232,4:-27.087:71.208"
2025-09-18,rRVXwgeASJAp4NvZTGPJ,PWZWEOAAQkSkTbudkzsN,,"10:-5.975:-2.623,9:16.556:1.66,9:9.667:14.508,9:6.315:17.86,9:-0.947:23.074,8:11.342:-32.044,10:-1.512:2.494,9:-6.442:16.052,9:14.511:-12.913,9:17.901:-13.837,8:21.906:-16.919,8:-14.762:26.529,10:-3.669:7.732,10:-1.512:-9.831,9:8.349:-14.762,9:5.575:-20.924,9:-0.587:17.593,9:8.965:12.662,10:-0.279:-5.209,10:-1.512:4.035,10:7.732:-7.366,10:7.116:1.878,9:17.593:-0.896,9:12.662:18.825,10:0.029:9.273,9:-14.453:5.267,8:-28.32:3.418,8:26.837:8.349,8:17.901:27.761,7:-27.395:28.069,10:-3.669:0.029,10:-11.68:-6.442,9:6.192:-12.605,9:10.197:12.046,9:-10.14:12.971,9:-23.698:0.645,9:4.497:-13.067,9:7.732:-11.372,9:14.203:10.814,8:-25.854:13.895,7:-23.389:31.151,7:5.575:40.703,10:-4.901:-0.587,9:1.57:-17.843,9:-7.674:12.971,9:-0.896:16.976,8:-25.854:10.814,8:-31.709:12.662,10:0.953:0.645,10:0.953:4.035,10:-3.669:4.651,10:6.5:4.651,9:2.802:-14.453,8:-11.68:25.296,10:0.029:-9.215,9:11.738:-7.674,9:-5.518:-19.384,9:1.878:16.668,9:-8.291:13.279,8:-20.308:27.761,10:8.04:-5.826,9:13.279:1.57,9:9.273:13.587,9:-24.93:1.57,8:13.895:27.145,8:-33.866:8.657,10:1.261:6.5,9:-2.436:21.29,9:-15.07:16.976,8:-0.896:25.604,7:-40.953:-1.204,6:-52.046:0.029"
2025-06-18,XlWnPeOm0MZ5LdBLCRqO,dPht1wGiYBjqFkZjRnkD,,"10:-0.741:-4.439,9:0.645:22.523,9:20.058:10.197,8:13.587:26.529,8:-1.82:31.459,8:-24.622:9.889,10:6.5:-8.907,10:12.662:-1.82,10:6.5:5.883,9:-2.436:20.058,9:-4.901:-17.535,8:-28.011:1.261,10:-11.68:-4.285,10:-11.68:0.645,9:17.593:-15.994,9:21.598:-10.756,8:-23.081:12.354,8:-33.25:7.424,10:7.424:-8.907,10:-6.442:-9.831,9:2.802:-14.453,9:-7.058:-20.616,9:-0.896:15.744,9:18.517:0.029,10:1.878:-4.285,10:2.494:-2.744,10:6.192:-4.901,10:-7.674:-6.442,8:4.959:-29.244,8:-4.901:-32.942,10:4.959:3.11,10:-6.75:3.727,9:6.5:-17.535,9:9.581:8.965,9:6.808:11.122,8:-32.325:4.959,10:0.491:9.417,10:-1.758:8.41,10:-3.669:-12.297,9:-15.07:-0.896,9:10.505:14.511,9:11.738:16.36,10:-7.058:-9.523,9:-14.453:-0.279,9:10.505:18.209,8:-1.82:28.685,8:24.988:-27.087,7:36.081:32.075,10:4.343:-8.599,10:8.349:-4.593,10:-0.896:8.04,9:1.878:14.819,7:6.808:40.703,7:-12.605:43.476,10:-8.291:-7.366,9:-17.227:10.505,9:5.575:-18.151,9:16.36:-2.128,9:9.581:18.517,8:-20.308:20.058,10:-1.82:-9.523,10:-7.058:4.651,10:8.349:2.186,9:-2.128:21.29,8:-2.436:25.604,8:30.534:2.186,10:-0.587:-3.361,9:-6.75:14.511,9:-14.762:14.511,9:16.052:-0.896,8:1.57:28.685,8:11.122:33.308"
2025-06-15,XTCIfESLOwOb3Oz2KawM,1yFMjOMQa6o1GOVmbIPX,,"10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,8:0:0,7:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,8:0:0,8:0:0,8:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,7:0:0,7:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,8:0:0,7:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,10:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,7:0:0"
2025-06-14,TAOkeWE6rrIHFK0Ltmjo,YYFKNwWQgZ9VTEp0A2Xj,,"10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,7:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,7:0:0,10:0:0,10:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,7:0:0,10:0:0,10:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,9:0:0,8:0:0,8:0:0,8:0:0"
